#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LAMTOR4	MTOR	9606.ENSP00000343118	9606.ENSP00000354558	0	0	0	0	0	0.913	0.600	0.374	0.976
LAMTOR4	RRAGD	9606.ENSP00000343118	9606.ENSP00000358423	0	0	0	0	0	0.916	0.600	0.614	0.985
LAMTOR4	RRAGC	9606.ENSP00000343118	9606.ENSP00000362092	0	0	0	0	0.047	0.998	0.600	0.739	0.999
LAMTOR5	RB1CC1	9606.ENSP00000256644	9606.ENSP00000025008	0	0	0	0	0	0	0.600	0.066	0.610
LAMTOR5	NPRL2	9606.ENSP00000256644	9606.ENSP00000232501	0	0	0	0	0.062	0	0.900	0.612	0.960
LAMTOR5	SESN2	9606.ENSP00000256644	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0.271	0.924
LAMTOR5	PRKAB2	9606.ENSP00000256644	9606.ENSP00000254101	0	0	0	0	0	0	0.900	0	0.900
LAMTOR5	TP53	9606.ENSP00000256644	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.260	0.436
LAMTOR5	TCIRG1	9606.ENSP00000256644	9606.ENSP00000265686	0	0	0	0	0	0	0.600	0	0.600
LAMTOR5	ULK1	9606.ENSP00000256644	9606.ENSP00000324560	0	0	0	0	0	0	0.600	0.082	0.617
LAMTOR5	RHEB	9606.ENSP00000256644	9606.ENSP00000262187	0	0	0	0	0.107	0	0.600	0.451	0.787
LAMTOR5	PRKAA2	9606.ENSP00000256644	9606.ENSP00000360290	0	0	0	0	0	0	0.900	0	0.900
LAMTOR5	PRKAG3	9606.ENSP00000256644	9606.ENSP00000397133	0	0	0	0	0	0	0.900	0	0.900
LAMTOR5	PRKAG2	9606.ENSP00000256644	9606.ENSP00000287878	0	0	0	0	0	0	0.900	0	0.900
LAMTOR5	PRKAA1	9606.ENSP00000256644	9606.ENSP00000346148	0	0	0	0	0	0	0.900	0	0.900
LAMTOR5	TSC1	9606.ENSP00000256644	9606.ENSP00000298552	0	0	0	0	0	0	0.900	0.235	0.920
LAMTOR5	SESN1	9606.ENSP00000256644	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0.252	0.922
LAMTOR5	SH3BP4	9606.ENSP00000256644	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0.372	0.934
LAMTOR5	MTOR	9606.ENSP00000256644	9606.ENSP00000354558	0	0	0	0	0	0.914	0.600	0.388	0.977
LAMTOR5	RRAGD	9606.ENSP00000256644	9606.ENSP00000358423	0	0	0	0	0.052	0.918	0.600	0.630	0.987
LAMTOR5	RRAGB	9606.ENSP00000256644	9606.ENSP00000262850	0	0	0	0	0.062	0.992	0.600	0.619	0.998
LAMTOR5	RRAGC	9606.ENSP00000256644	9606.ENSP00000362092	0	0	0	0	0.062	0.998	0.600	0.681	0.999
LEP	SIRT1	9606.ENSP00000312652	9606.ENSP00000212015	0	0	0	0	0	0	0	0.754	0.754
LEP	XBP1	9606.ENSP00000312652	9606.ENSP00000216037	0	0	0	0	0	0	0	0.401	0.401
LEP	NAMPT	9606.ENSP00000312652	9606.ENSP00000222553	0	0	0	0	0	0	0	0.855	0.855
LEP	PRKAB2	9606.ENSP00000312652	9606.ENSP00000254101	0	0	0	0	0	0	0.900	0.171	0.913
LEP	STAT3	9606.ENSP00000312652	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.829	0.982
LEP	TP53	9606.ENSP00000312652	9606.ENSP00000269305	0	0	0	0	0	0	0	0.467	0.467
LEP	PRKAG2	9606.ENSP00000312652	9606.ENSP00000287878	0	0	0	0	0	0	0.900	0.194	0.915
LEP	MAPK8	9606.ENSP00000312652	9606.ENSP00000378974	0	0	0	0	0	0	0	0.427	0.427
LEP	STK11	9606.ENSP00000312652	9606.ENSP00000324856	0	0	0	0	0	0	0	0.501	0.501
LEP	SRC	9606.ENSP00000312652	9606.ENSP00000362680	0	0	0	0	0.062	0	0	0.584	0.594
LEP	MTOR	9606.ENSP00000312652	9606.ENSP00000354558	0	0	0	0	0	0	0	0.684	0.685
LEP	PRKAA1	9606.ENSP00000312652	9606.ENSP00000346148	0	0	0	0	0	0	0.900	0.319	0.929
LEP	PRKAA2	9606.ENSP00000312652	9606.ENSP00000360290	0	0	0	0	0	0.213	0.900	0.403	0.948
LEP	LEPR	9606.ENSP00000312652	9606.ENSP00000330393	0	0	0	0	0	0.735	0.900	0.992	0.999
LEPR	NAMPT	9606.ENSP00000330393	9606.ENSP00000222553	0	0	0	0	0	0	0	0.460	0.459
LEPR	PRKAB2	9606.ENSP00000330393	9606.ENSP00000254101	0	0	0	0	0	0	0.900	0.102	0.906
LEPR	STAT3	9606.ENSP00000330393	9606.ENSP00000264657	0	0	0	0	0	0.225	0.900	0.959	0.996
LEPR	PRKAG2	9606.ENSP00000330393	9606.ENSP00000287878	0	0	0	0	0	0	0.900	0	0.900
LEPR	MTOR	9606.ENSP00000330393	9606.ENSP00000354558	0	0	0	0	0	0	0	0.429	0.429
LEPR	PRKAA1	9606.ENSP00000330393	9606.ENSP00000346148	0	0	0	0	0	0	0.900	0.115	0.907
LEPR	PRKAA2	9606.ENSP00000330393	9606.ENSP00000360290	0	0	0	0	0	0	0.900	0.156	0.912
LGALS8	RRAGB	9606.ENSP00000435460	9606.ENSP00000262850	0	0	0	0	0	0.224	0	0.451	0.556
LGALS8	WIPI2	9606.ENSP00000435460	9606.ENSP00000288828	0	0	0	0	0	0	0	0.455	0.455
LGALS8	TBK1	9606.ENSP00000435460	9606.ENSP00000329967	0	0	0	0	0.062	0.059	0	0.715	0.727
LGALS8	OPTN	9606.ENSP00000435460	9606.ENSP00000368022	0	0	0	0	0.062	0	0	0.606	0.615
LGALS8	SQSTM1	9606.ENSP00000435460	9606.ENSP00000374455	0	0	0	0	0.065	0	0	0.539	0.551
LGALS8	NBR1	9606.ENSP00000435460	9606.ENSP00000411250	0	0	0	0	0	0	0	0.509	0.509
LRRK2	STUB1	9606.ENSP00000298910	9606.ENSP00000219548	0	0	0	0	0	0.814	0	0.532	0.909
LRRK2	MFN2	9606.ENSP00000298910	9606.ENSP00000235329	0	0	0	0	0.077	0.321	0	0.522	0.674
LRRK2	VPS4A	9606.ENSP00000298910	9606.ENSP00000254950	0	0	0	0	0.062	0.494	0	0.044	0.506
LRRK2	PIK3C3	9606.ENSP00000298910	9606.ENSP00000262039	0	0	0	0	0.086	0.151	0	0.358	0.458
LRRK2	RHEB	9606.ENSP00000298910	9606.ENSP00000262187	0.045	0	0	0	0.062	0.344	0	0.424	0.616
LRRK2	TP53	9606.ENSP00000298910	9606.ENSP00000269305	0	0	0	0	0	0.680	0	0.294	0.764
LRRK2	UCHL1	9606.ENSP00000298910	9606.ENSP00000284440	0	0	0	0	0	0.282	0	0.714	0.786
LRRK2	PIK3CB	9606.ENSP00000298910	9606.ENSP00000289153	0	0	0	0	0.086	0.353	0	0.069	0.402
LRRK2	S100A8	9606.ENSP00000298910	9606.ENSP00000357722	0	0	0	0	0.213	0.270	0	0	0.400
LRRK2	OPTN	9606.ENSP00000298910	9606.ENSP00000368022	0	0	0	0	0	0.056	0	0.455	0.463
LRRK2	TOMM20	9606.ENSP00000298910	9606.ENSP00000355566	0	0	0	0	0	0.056	0	0.569	0.576
LRRK2	PSEN1	9606.ENSP00000298910	9606.ENSP00000326366	0	0	0	0	0	0.058	0	0.588	0.595
LRRK2	RAB1A	9606.ENSP00000298910	9606.ENSP00000387286	0	0	0	0.629	0.051	0.559	0	0.392	0.623
LRRK2	PRKACA	9606.ENSP00000298910	9606.ENSP00000309591	0	0	0	0.583	0.146	0.564	0	0.303	0.655
LRRK2	MTOR	9606.ENSP00000298910	9606.ENSP00000354558	0	0	0	0	0.161	0.353	0	0.426	0.662
LRRK2	RAB39B	9606.ENSP00000298910	9606.ENSP00000358466	0.045	0	0	0	0.062	0.344	0	0.568	0.712
LRRK2	MFN1	9606.ENSP00000298910	9606.ENSP00000420617	0	0	0	0	0.077	0.522	0	0.518	0.769
LRRK2	SQSTM1	9606.ENSP00000298910	9606.ENSP00000374455	0	0	0	0	0.050	0.522	0	0.725	0.864
LRRK2	PINK1	9606.ENSP00000298910	9606.ENSP00000364204	0	0	0	0	0	0.145	0	0.968	0.971
LRRK2	PARK7	9606.ENSP00000298910	9606.ENSP00000418770	0	0	0	0	0.062	0.297	0	0.963	0.973
LRRK2	VPS35	9606.ENSP00000298910	9606.ENSP00000299138	0	0	0	0	0.084	0.397	0	0.964	0.979
LRRK2	SNCA	9606.ENSP00000298910	9606.ENSP00000338345	0	0	0	0	0.060	0.501	0	0.979	0.989
LRRK2	PARK2	9606.ENSP00000298910	9606.ENSP00000355865	0	0	0	0	0.062	0.347	0	0.992	0.994
MAP1LC3A	RB1CC1	9606.ENSP00000363970	9606.ENSP00000025008	0	0	0	0	0.062	0.596	0	0.720	0.884
MAP1LC3A	SIRT1	9606.ENSP00000363970	9606.ENSP00000212015	0	0	0	0	0.064	0.325	0	0.509	0.663
MAP1LC3A	MFN2	9606.ENSP00000363970	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0.600	0.449	0.799
MAP1LC3A	TRIM21	9606.ENSP00000363970	9606.ENSP00000254436	0	0	0	0	0.062	0.459	0	0.081	0.493
MAP1LC3A	PIK3C3	9606.ENSP00000363970	9606.ENSP00000262039	0	0	0	0	0.049	0.058	0.900	0.822	0.981
MAP1LC3A	WIPI1	9606.ENSP00000363970	9606.ENSP00000262139	0	0	0	0	0.438	0.180	0	0.727	0.863
MAP1LC3A	RHEB	9606.ENSP00000363970	9606.ENSP00000262187	0	0	0	0	0.062	0.056	0	0.419	0.440
MAP1LC3A	VMP1	9606.ENSP00000363970	9606.ENSP00000262291	0	0	0	0	0.064	0	0	0.541	0.552
MAP1LC3A	PIK3C2A	9606.ENSP00000363970	9606.ENSP00000265970	0	0	0	0	0	0.474	0	0.093	0.503
MAP1LC3A	MAP1LC3B	9606.ENSP00000363970	9606.ENSP00000268607	0	0	0	0.971	0.144	0.492	0.900	0.916	0.954
MAP1LC3A	TP53	9606.ENSP00000363970	9606.ENSP00000269305	0	0	0	0	0	0	0	0.488	0.488
MAP1LC3A	WIPI2	9606.ENSP00000363970	9606.ENSP00000288828	0	0	0	0	0.438	0.180	0.900	0.741	0.986
MAP1LC3A	WDFY3	9606.ENSP00000363970	9606.ENSP00000295888	0	0	0	0	0.062	0.601	0	0.522	0.806
MAP1LC3A	TOLLIP	9606.ENSP00000363970	9606.ENSP00000314733	0	0	0	0	0.116	0.486	0	0.079	0.545
MAP1LC3A	ULK1	9606.ENSP00000363970	9606.ENSP00000324560	0	0	0	0	0.096	0.870	0.650	0.827	0.991
MAP1LC3A	TBK1	9606.ENSP00000363970	9606.ENSP00000329967	0	0	0	0	0	0.103	0	0.400	0.439
MAP1LC3A	VPS39	9606.ENSP00000363970	9606.ENSP00000335193	0	0	0	0	0	0.145	0	0.678	0.713
MAP1LC3A	SNCA	9606.ENSP00000363970	9606.ENSP00000338345	0	0	0	0	0.060	0.501	0	0.260	0.623
MAP1LC3A	TP53INP1	9606.ENSP00000363970	9606.ENSP00000344215	0	0	0	0	0	0.440	0	0.071	0.458
MAP1LC3A	PRKAA1	9606.ENSP00000363970	9606.ENSP00000346148	0	0	0	0	0.065	0.281	0	0.296	0.486
MAP1LC3A	UVRAG	9606.ENSP00000363970	9606.ENSP00000348455	0	0	0	0	0	0	0.900	0.672	0.965
MAP1LC3A	WDR45	9606.ENSP00000363970	9606.ENSP00000348848	0	0	0	0	0.065	0	0	0.544	0.556
MAP1LC3A	MTOR	9606.ENSP00000363970	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.758	0.763
MAP1LC3A	TOMM20	9606.ENSP00000363970	9606.ENSP00000355566	0	0	0	0	0.146	0	0	0.449	0.509
MAP1LC3A	PARK2	9606.ENSP00000363970	9606.ENSP00000355865	0	0	0	0	0	0	0	0.512	0.512
MAP1LC3A	TP53INP2	9606.ENSP00000363970	9606.ENSP00000363943	0	0	0	0	0.155	0.501	0	0.202	0.634
MAP1LC3A	WDR45B	9606.ENSP00000363970	9606.ENSP00000376139	0	0	0	0	0.065	0	0	0.426	0.441
MAP1LC3A	PLEKHM1	9606.ENSP00000363970	9606.ENSP00000389913	0	0	0	0	0	0	0	0.444	0.444
MAP1LC3A	ZFYVE1	9606.ENSP00000363970	9606.ENSP00000450742	0	0	0	0	0.064	0	0	0.439	0.452
MAP1LC3A	NEDD4	9606.ENSP00000363970	9606.ENSP00000424827	0	0	0	0	0.062	0.526	0	0.091	0.560
MAP1LC3A	MFN1	9606.ENSP00000363970	9606.ENSP00000420617	0	0	0	0	0.103	0.105	0.600	0.393	0.779
MAP1LC3A	PINK1	9606.ENSP00000363970	9606.ENSP00000364204	0	0	0	0	0.109	0.270	0	0.721	0.803
MAP1LC3A	ULK2	9606.ENSP00000363970	9606.ENSP00000378914	0	0	0	0	0.073	0.247	0	0.764	0.821
MAP1LC3A	OPTN	9606.ENSP00000363970	9606.ENSP00000368022	0	0	0	0	0.075	0.486	0	0.666	0.828
MAP1LC3A	NBR1	9606.ENSP00000363970	9606.ENSP00000411250	0	0	0	0	0.107	0.839	0	0.699	0.953
MAP1LC3A	SQSTM1	9606.ENSP00000363970	9606.ENSP00000374455	0	0	0	0	0.071	0.931	0.600	0.947	0.998
MAP1LC3B	RB1CC1	9606.ENSP00000268607	9606.ENSP00000025008	0	0	0	0	0.096	0.596	0	0.689	0.876
MAP1LC3B	SIRT1	9606.ENSP00000268607	9606.ENSP00000212015	0	0	0	0	0.064	0.325	0	0.508	0.662
MAP1LC3B	XBP1	9606.ENSP00000268607	9606.ENSP00000216037	0	0	0	0	0	0	0	0.488	0.488
MAP1LC3B	TBC1D17	9606.ENSP00000268607	9606.ENSP00000221543	0	0	0	0	0.073	0.204	0	0.277	0.420
MAP1LC3B	MFN2	9606.ENSP00000268607	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0.600	0.535	0.831
MAP1LC3B	TRIM21	9606.ENSP00000268607	9606.ENSP00000254436	0	0	0	0	0.062	0.391	0	0.110	0.447
MAP1LC3B	PIK3C3	9606.ENSP00000268607	9606.ENSP00000262039	0	0	0	0	0.063	0.058	0.900	0.797	0.979
MAP1LC3B	WIPI1	9606.ENSP00000268607	9606.ENSP00000262139	0	0	0	0	0.148	0.180	0	0.654	0.737
MAP1LC3B	VMP1	9606.ENSP00000268607	9606.ENSP00000262291	0	0	0	0	0.064	0	0	0.419	0.433
MAP1LC3B	VAMP8	9606.ENSP00000268607	9606.ENSP00000263864	0	0	0	0	0.063	0.291	0	0.321	0.510
MAP1LC3B	STAT3	9606.ENSP00000268607	9606.ENSP00000264657	0	0	0	0	0.054	0	0	0.406	0.415
MAP1LC3B	PRKAA1	9606.ENSP00000268607	9606.ENSP00000346148	0	0	0	0	0.065	0.056	0	0.382	0.407
MAP1LC3B	WDR45	9606.ENSP00000268607	9606.ENSP00000348848	0	0	0	0	0.063	0.055	0	0.388	0.411
MAP1LC3B	MAPK8	9606.ENSP00000268607	9606.ENSP00000378974	0	0	0	0	0	0	0	0.421	0.421
MAP1LC3B	STK11	9606.ENSP00000268607	9606.ENSP00000324856	0	0	0	0	0.065	0.056	0	0.406	0.430
MAP1LC3B	MCL1	9606.ENSP00000268607	9606.ENSP00000358022	0	0	0	0	0.095	0	0	0.404	0.438
MAP1LC3B	PLEKHM1	9606.ENSP00000268607	9606.ENSP00000389913	0	0	0	0	0	0	0	0.446	0.447
MAP1LC3B	UBQLN4	9606.ENSP00000268607	9606.ENSP00000357292	0	0	0	0	0.068	0.062	0	0.461	0.489
MAP1LC3B	TP53INP1	9606.ENSP00000268607	9606.ENSP00000344215	0	0	0	0	0.062	0.143	0	0.425	0.498
MAP1LC3B	ZFYVE1	9606.ENSP00000268607	9606.ENSP00000450742	0	0	0	0	0.064	0	0	0.515	0.526
MAP1LC3B	TP53INP2	9606.ENSP00000268607	9606.ENSP00000363943	0	0	0	0	0.063	0.057	0	0.519	0.539
MAP1LC3B	TBK1	9606.ENSP00000268607	9606.ENSP00000329967	0	0	0	0	0	0.317	0	0.450	0.608
MAP1LC3B	TP53	9606.ENSP00000268607	9606.ENSP00000269305	0	0	0	0	0	0.118	0	0.593	0.625
MAP1LC3B	SNCA	9606.ENSP00000268607	9606.ENSP00000338345	0	0	0	0	0	0.329	0	0.481	0.637
MAP1LC3B	PARK2	9606.ENSP00000268607	9606.ENSP00000355865	0	0	0	0	0	0.267	0	0.607	0.699
MAP1LC3B	ULK2	9606.ENSP00000268607	9606.ENSP00000378914	0	0	0	0	0.073	0.261	0	0.621	0.717
MAP1LC3B	TOMM20	9606.ENSP00000268607	9606.ENSP00000355566	0	0	0	0	0.064	0.273	0	0.635	0.730
MAP1LC3B	MTOR	9606.ENSP00000268607	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.739	0.743
MAP1LC3B	MFN1	9606.ENSP00000268607	9606.ENSP00000420617	0	0	0	0	0.103	0.105	0.600	0.523	0.826
MAP1LC3B	PINK1	9606.ENSP00000268607	9606.ENSP00000364204	0	0	0	0	0.062	0.486	0	0.723	0.855
MAP1LC3B	WDFY3	9606.ENSP00000268607	9606.ENSP00000295888	0	0	0	0	0.062	0.748	0	0.529	0.879
MAP1LC3B	SRC	9606.ENSP00000268607	9606.ENSP00000362680	0	0	0	0	0	0.455	0	0.866	0.924
MAP1LC3B	NEDD4	9606.ENSP00000268607	9606.ENSP00000424827	0	0	0	0	0.062	0.890	0	0.349	0.927
MAP1LC3B	UVRAG	9606.ENSP00000268607	9606.ENSP00000348455	0	0	0	0	0.042	0	0.900	0.663	0.964
MAP1LC3B	WIPI2	9606.ENSP00000268607	9606.ENSP00000288828	0	0	0	0	0.148	0.180	0.900	0.651	0.972
MAP1LC3B	ULK1	9606.ENSP00000268607	9606.ENSP00000324560	0	0	0	0	0.073	0.865	0.650	0.725	0.986
MAP1LC3B	NBR1	9606.ENSP00000268607	9606.ENSP00000411250	0	0	0	0	0.107	0.822	0.800	0.775	0.991
MAP1LC3B	OPTN	9606.ENSP00000268607	9606.ENSP00000368022	0	0	0	0	0.049	0.974	0	0.943	0.998
MAP1LC3B	SQSTM1	9606.ENSP00000268607	9606.ENSP00000374455	0	0	0	0	0.071	0.931	0.600	0.995	0.999
MAP1LC3B2	RB1CC1	9606.ENSP00000450524	9606.ENSP00000025008	0	0	0	0	0.062	0.247	0	0.254	0.427
MAP1LC3B2	WIPI1	9606.ENSP00000450524	9606.ENSP00000262139	0	0	0	0	0.148	0.180	0	0.504	0.623
MAP1LC3B2	WIPI2	9606.ENSP00000450524	9606.ENSP00000288828	0	0	0	0	0.148	0.180	0	0.357	0.512
MAP1LC3B2	ULK1	9606.ENSP00000450524	9606.ENSP00000324560	0	0	0	0	0.073	0.247	0	0.277	0.451
MAP1LC3B2	SRC	9606.ENSP00000450524	9606.ENSP00000362680	0	0	0	0	0	0.285	0	0.258	0.446
MAP1LC3B2	OPTN	9606.ENSP00000450524	9606.ENSP00000368022	0	0	0	0	0.049	0	0	0.567	0.571
MAP1LC3B2	SQSTM1	9606.ENSP00000450524	9606.ENSP00000374455	0	0	0	0	0.071	0.250	0	0.777	0.831
MAP1LC3B2	WDR45B	9606.ENSP00000450524	9606.ENSP00000376139	0	0	0	0	0.063	0	0	0.402	0.415
MAP1LC3B2	ULK2	9606.ENSP00000450524	9606.ENSP00000378914	0	0	0	0	0.073	0.247	0	0.253	0.433
MAP1LC3B2	NBR1	9606.ENSP00000450524	9606.ENSP00000411250	0	0	0	0	0.107	0.526	0	0.497	0.768
MAP3K7	TICAM1	9606.ENSP00000358335	9606.ENSP00000248244	0	0	0	0	0	0.056	0.600	0.335	0.727
MAP3K7	PRKAB2	9606.ENSP00000358335	9606.ENSP00000254101	0	0	0	0	0.062	0.114	0.800	0.106	0.831
MAP3K7	STAT3	9606.ENSP00000358335	9606.ENSP00000264657	0	0	0	0	0	0.517	0	0.354	0.675
MAP3K7	PRKAG2	9606.ENSP00000358335	9606.ENSP00000287878	0	0	0	0	0	0.078	0.800	0.088	0.817
MAP3K7	TRIM8	9606.ENSP00000358335	9606.ENSP00000302120	0	0	0	0	0	0.680	0	0.182	0.727
MAP3K7	PRKAA1	9606.ENSP00000358335	9606.ENSP00000346148	0	0	0	0.567	0.062	0.537	0.800	0.167	0.911
MAP3K7	TAB2	9606.ENSP00000358335	9606.ENSP00000356426	0	0	0	0	0.072	0.994	0.900	0.990	0.999
MAP3K7	PRKAG3	9606.ENSP00000358335	9606.ENSP00000397133	0	0	0	0	0	0.078	0.800	0.071	0.813
MAP3K7	PRKAA2	9606.ENSP00000358335	9606.ENSP00000360290	0	0	0	0.574	0.062	0.182	0.800	0.138	0.840
MAP3K7	TNFAIP3	9606.ENSP00000358335	9606.ENSP00000481570	0	0	0	0	0	0.071	0.900	0.367	0.936
MAP3K7	MAPK8	9606.ENSP00000358335	9606.ENSP00000378974	0	0	0	0.581	0.063	0.661	0.800	0.632	0.948
MAPK8	SIRT1	9606.ENSP00000378974	9606.ENSP00000212015	0	0	0	0	0.065	0.347	0	0.585	0.725
MAPK8	XBP1	9606.ENSP00000378974	9606.ENSP00000216037	0	0	0	0	0	0.140	0	0.553	0.599
MAPK8	PIK3C3	9606.ENSP00000378974	9606.ENSP00000262039	0	0	0	0	0.081	0.145	0	0.580	0.641
MAPK8	PIK3CA	9606.ENSP00000378974	9606.ENSP00000263967	0	0	0	0	0.082	0.063	0	0.375	0.416
MAPK8	STAT3	9606.ENSP00000378974	9606.ENSP00000264657	0	0	0	0	0	0.678	0	0.693	0.897
MAPK8	TP53	9606.ENSP00000378974	9606.ENSP00000269305	0	0	0	0	0	0.884	0.900	0.827	0.997
MAPK8	MET	9606.ENSP00000378974	9606.ENSP00000317272	0	0	0	0.560	0.062	0.101	0.900	0.326	0.920
MAPK8	SNCA	9606.ENSP00000378974	9606.ENSP00000338345	0	0	0	0	0.062	0.270	0	0.295	0.475
MAPK8	PTK2	9606.ENSP00000378974	9606.ENSP00000341189	0	0	0	0.576	0.085	0.270	0	0.476	0.437
MAPK8	UVRAG	9606.ENSP00000378974	9606.ENSP00000348455	0	0	0	0	0.045	0.145	0	0.393	0.461
MAPK8	MTOR	9606.ENSP00000378974	9606.ENSP00000354558	0	0	0	0	0.050	0.286	0	0.589	0.697
MAPK8	PARK2	9606.ENSP00000378974	9606.ENSP00000355865	0	0	0	0	0	0.251	0	0.291	0.446
MAPK8	TAB2	9606.ENSP00000378974	9606.ENSP00000356426	0	0	0	0	0.062	0.056	0	0.454	0.474
MAPK8	MCL1	9606.ENSP00000378974	9606.ENSP00000358022	0	0	0	0	0	0.173	0	0.503	0.571
MAPK8	SRC	9606.ENSP00000378974	9606.ENSP00000362680	0	0	0.376	0.573	0.063	0.143	0.900	0.704	0.947
MAPK8	SQSTM1	9606.ENSP00000378974	9606.ENSP00000374455	0	0	0	0	0	0	0	0.415	0.415
MCL1	SIRT1	9606.ENSP00000358022	9606.ENSP00000212015	0	0	0	0	0.062	0	0	0.417	0.429
MCL1	XBP1	9606.ENSP00000358022	9606.ENSP00000216037	0	0	0	0	0.072	0	0	0.459	0.476
MCL1	MFN2	9606.ENSP00000358022	9606.ENSP00000235329	0	0	0	0	0	0.248	0	0.371	0.506
MCL1	PRKAB2	9606.ENSP00000358022	9606.ENSP00000254101	0	0	0	0	0	0.674	0	0.042	0.674
MCL1	PIK3C3	9606.ENSP00000358022	9606.ENSP00000262039	0	0	0	0	0	0.104	0	0.420	0.458
MCL1	PIK3CA	9606.ENSP00000358022	9606.ENSP00000263967	0	0	0	0	0.062	0.058	0	0.468	0.488
MCL1	STAT3	9606.ENSP00000358022	9606.ENSP00000264657	0	0	0	0	0.065	0.069	0.900	0.773	0.977
MCL1	TP53	9606.ENSP00000358022	9606.ENSP00000269305	0	0	0	0	0.051	0.298	0.900	0.944	0.995
MCL1	MET	9606.ENSP00000358022	9606.ENSP00000317272	0	0	0	0	0	0	0	0.460	0.459
MCL1	NHLRC1	9606.ENSP00000358022	9606.ENSP00000345464	0	0	0	0	0	0.056	0	0.411	0.420
MCL1	PRKAA1	9606.ENSP00000358022	9606.ENSP00000346148	0	0	0	0	0	0.746	0	0.092	0.759
MCL1	MTOR	9606.ENSP00000358022	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.600	0.607
MCL1	TRIM17	9606.ENSP00000358022	9606.ENSP00000355658	0	0	0	0	0	0.182	0	0.365	0.458
MCL1	PARK2	9606.ENSP00000358022	9606.ENSP00000355865	0	0	0	0	0	0.318	0	0.334	0.527
MCL1	PIM2	9606.ENSP00000358022	9606.ENSP00000365692	0	0	0	0	0	0	0	0.459	0.459
MCL1	MFN1	9606.ENSP00000358022	9606.ENSP00000420617	0	0	0	0	0	0.248	0	0.391	0.522
MCL1	SRC	9606.ENSP00000358022	9606.ENSP00000362680	0	0	0	0	0	0	0	0.561	0.561
MCL1	PINK1	9606.ENSP00000358022	9606.ENSP00000364204	0	0	0	0	0	0.365	0	0.477	0.654
MET	STAM2	9606.ENSP00000317272	9606.ENSP00000263904	0	0	0	0	0	0.094	0.600	0.083	0.638
MET	PIK3CA	9606.ENSP00000317272	9606.ENSP00000263967	0	0	0	0	0.063	0.104	0.900	0.753	0.976
MET	STAT3	9606.ENSP00000317272	9606.ENSP00000264657	0	0	0	0	0.063	0.345	0.600	0.744	0.929
MET	TP53	9606.ENSP00000317272	9606.ENSP00000269305	0	0	0	0	0	0.195	0	0.687	0.738
MET	PIK3CB	9606.ENSP00000317272	9606.ENSP00000289153	0	0	0	0	0.063	0.104	0.800	0.236	0.854
MET	VPS37C	9606.ENSP00000317272	9606.ENSP00000301765	0	0	0	0	0	0	0	0.445	0.445
MET	STK11	9606.ENSP00000317272	9606.ENSP00000324856	0	0	0	0	0.062	0.230	0	0.391	0.522
MET	MTOR	9606.ENSP00000317272	9606.ENSP00000354558	0	0	0	0	0.063	0.104	0	0.604	0.638
MET	PTK2	9606.ENSP00000317272	9606.ENSP00000341189	0	0	0	0.592	0.075	0.078	0.800	0.688	0.865
MET	SRC	9606.ENSP00000317272	9606.ENSP00000362680	0	0	0	0.684	0.064	0.756	0.900	0.939	0.982
MET	S100A8	9606.ENSP00000317272	9606.ENSP00000357722	0	0	0	0	0	0	0	0.987	0.987
MFN1	SIRT1	9606.ENSP00000420617	9606.ENSP00000212015	0	0	0	0	0.062	0.293	0	0.568	0.689
MFN1	MFN2	9606.ENSP00000420617	9606.ENSP00000235329	0	0	0	0.968	0.063	0.612	0.800	0.992	0.923
MFN1	ULK1	9606.ENSP00000420617	9606.ENSP00000324560	0	0	0	0	0.049	0.077	0	0.403	0.430
MFN1	TMEM173	9606.ENSP00000420617	9606.ENSP00000331288	0	0	0	0	0	0	0	0.410	0.410
MFN1	SNCA	9606.ENSP00000420617	9606.ENSP00000338345	0	0	0	0	0	0	0	0.430	0.430
MFN1	TOMM7	9606.ENSP00000420617	9606.ENSP00000351214	0	0	0	0	0	0	0.720	0.302	0.796
MFN1	MTOR	9606.ENSP00000420617	9606.ENSP00000354558	0	0	0	0	0.108	0.095	0	0.336	0.418
MFN1	TOMM20	9606.ENSP00000420617	9606.ENSP00000355566	0	0	0	0	0.046	0	0.540	0.809	0.908
MFN1	PARK2	9606.ENSP00000420617	9606.ENSP00000355865	0	0	0	0	0.062	0.934	0.900	0.831	0.998
MFN1	PINK1	9606.ENSP00000420617	9606.ENSP00000364204	0	0	0	0	0.080	0.348	0.900	0.904	0.993
MFN1	OPTN	9606.ENSP00000420617	9606.ENSP00000368022	0	0	0	0	0	0	0	0.469	0.469
